Composite.Element.REF	TCGA-FF-8041-01	TCGA-FF-8042-01	TCGA-FF-8043-01	TCGA-FF-8046-01	TCGA-FF-8047-01	TCGA-FF-8061-01	TCGA-FF-8062-01	TCGA-G8-6325-01	TCGA-G8-6326-01	TCGA-G8-6906-01	TCGA-G8-6914-01	TCGA-FA-8693-01	TCGA-FM-8000-01	TCGA-FA-A82F-01	TCGA-FA-A86F-01	TCGA-FA-A7Q1-01	TCGA-FF-A7CW-01	TCGA-FA-A4BB-01	TCGA-FA-A7DS-01	TCGA-FA-A4XK-01	TCGA-RQ-A68N-01	TCGA-FA-A6HN-01	TCGA-FA-A6HO-01	TCGA-RQ-A6JB-01	TCGA-FF-A7CR-01	TCGA-FF-A7CX-01	TCGA-VB-A8QN-01	TCGA-GS-A9TT-01	TCGA-GS-A9TV-01	TCGA-GS-A9TW-01	TCGA-GS-A9TX-01	TCGA-GS-A9TZ-01	TCGA-GS-A9U4-01
BRCA2|BRCA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MS4A1|CD20	2.3155	1.118	0.8151	-0.2562	0.4635	0.8044	-0.4642	0.5041	-0.6928	0.3697	-0.6074	-1.3783	0.9297	-1.2559	-0.5904	0.2721	-0.7159	-1.2647	-0.3542	-0.2465	-0.5665	-0.4754	-1.1208	1.503	-0.6981	-0.4696	0.4591	0.4897	-0.6298	0.1304	0.7899	2.6116	-1.7891
CCNE2|Cyclin_E2	0.9683	0.9365	-0.6783	0.8301	0.3547	0.5992	0.0201	-0.3235	0.99	1.0851	1.0062	-0.7137	-0.3452	-0.9075	-1.4317	-1.266	-0.2042	-1.8607	1.2409	-1.4763	0.4159	0.0252	-0.5546	0.3566	0.5109	1.0642	-0.8907	1.9222	-0.3757	0.3151	0.5661	0.4144	-2.5935
ETS1|ETS-1	-0.489	-0.342	-1.4306	0.8083	1.1511	-0.1083	-1.4722	-1.1239	0.1331	0.0686	0.0244	0.0222	0.7052	2.3842	0.3948	-1.0069	0.3824	0.388	1.8421	2.2158	-0.7318	0.6025	-0.4301	-1.1384	-0.9999	-1.5999	0.7902	-0.626	0.3376	-0.503	0.6315	0.2996	-1.1796
EIF4G1|eIF4G	0.649	0.4747	-0.108	0.3004	0.3696	1.3083	-0.0098	0.7667	-2.5592	0.4085	0.0139	-0.3492	0.3827	-2.7297	-0.7119	0.509	0.751	-2.3034	0.9029	0.3244	-0.1476	-0.4072	-0.0285	-1.3832	0.0683	-0.1488	1.2654	1.174	0.0596	1.3571	0.2808	0.3411	-0.8212
FASN|FASN	-0.4231	-0.3398	-0.0519	1.8897	0.0697	0.6269	0.0492	0.1218	-2.3893	-0.5503	0.4111	0.0473	-0.5462	3.0572	-0.7637	0.0325	-0.2331	1.1328	0.7925	0.6645	0.5935	0.059	-0.4556	-1.7964	0.5003	0.068	0.7926	0.2887	-0.6731	-0.1743	-0.61	-2.0663	-0.124
FOXO3|FOXO3a_pS318_S321	-0.8304	-0.0207	1.4135	-0.8902	0.6116	-0.8211	-0.2148	0.7078	-1.6566	-0.7999	0.0037	-0.0701	-0.4167	-1.796	1.5895	0.1584	-0.1853	0.4995	-2.2187	0.857	-0.3484	1.8011	0.841	-0.2956	0.6914	0.3168	-0.0752	-1.7402	1.2352	-0.9892	0.8718	1.0264	0.7442
FOXM1|FoxM1	1.197	0.5111	0.9094	0.4468	0.7817	2.7816	-0.1405	-0.5537	-1.8052	-0.9023	1.0575	-0.0021	-0.5525	-0.8959	-1.3255	1.4168	0.5088	-1.2146	1.4354	0.7226	-0.9995	-0.49	-0.6359	-0.4215	0.3826	-0.4749	0.8681	0.6239	-0.999	0.4824	-0.8988	-1.2274	-0.5867
G6PD|G6PD	-0.0381	-0.0366	2.3627	-0.5893	-0.6683	0.1911	-1.0913	2.0255	2.3832	0.2245	-0.359	0.2585	-0.9133	2.0145	-0.3911	-0.3408	-1.1225	0.2349	0.139	-0.3936	0.2065	0.6418	0.2843	-1.563	-0.6243	-0.9009	-1.5898	-0.3233	0.6231	-0.2529	-0.9596	0.7132	-0.1449
GAPDH|GAPDH	0.4891	0.5996	0.0599	1.5449	-0.3341	-0.0233	-0.6301	0.0165	1.1854	1.7425	-0.0083	-0.1432	-0.484	0.8311	0.0794	-1.1356	-1.0219	0.2022	0.1791	0.7606	-0.8911	-0.5068	-1.4846	-1.4272	-0.5114	0.109	-0.3522	2.2121	-0.5962	-0.4006	0.0296	2.1932	-2.2832
GSK3A GSK3B|GSK3_pS9	-0.7799	0.5423	-0.1611	-0.4462	1.5561	-0.5117	0.8069	-0.0707	1.8824	0.12	0.0685	-1.4169	0.4232	-2.3048	1.7833	0.5138	0.2403	-0.6552	-2.4499	-1.5606	0.1049	1.0344	1.0648	0.3997	0.5428	-0.0833	-1.0087	-0.4331	0.6478	-0.5004	0.7389	-0.0069	-0.0808
NRG1|Heregulin	-0.7671	-0.8106	1.8428	-0.4878	-0.3296	0.4662	-0.2433	-0.1521	-0.7751	0.3461	-1.33	-0.7148	-0.1204	2.1455	-1.1109	-0.1694	-1.1568	-0.3709	2.8637	-0.0179	0.464	-0.5841	-0.5017	0.9337	-1.1038	1.6429	0.6179	0.4765	-1.329	-0.0123	-0.2523	-0.4266	0.9676
MYH11|MYH11	-0.2771	-1.1551	1.156	-0.1231	-0.5403	-0.3757	0.2378	-0.5899	-0.1597	0.1722	-1.0096	2.1237	0.0872	2.3486	0.703	-0.9375	-0.4096	1.5744	-1.3939	0.9128	-0.9648	-0.5101	-0.3636	0.5438	-1.4132	-0.047	1.57	-1.081	-0.6844	-0.7328	-0.1364	-0.2949	1.7701
MYH9|Myosin-IIa-pS1943	-0.9881	-1.974	-1.0896	-0.9895	-1.2354	-1.8102	-1.0633	-0.3215	0.8509	0.3614	0.0059	1.8786	-0.4262	1.3261	-0.1932	0.8201	-0.0639	-0.1558	-0.6049	0.8038	0.9089	1.0729	-0.289	0.554	-0.34	0.527	-1.8301	0.1854	-0.4616	0.9671	0.8988	1.0472	1.6285
NRAS|N-Ras	-0.0896	0.3854	0.1979	-0.2453	0.525	0.302	-1.1786	0.6189	3.9674	-0.1965	-0.1865	-0.0437	-0.525	1.4225	-1.3318	-1.5303	-1.1749	0.7351	0.5019	0.2959	-0.4247	-0.1544	-0.2621	0.2562	-0.5149	0.4595	-1.1775	-0.1827	-0.8415	0.0571	-0.6896	-0.5288	1.5537
NDRG1|NDRG1_pT346	-0.4968	2.0673	-0.4529	-0.6433	0.1054	-1.3189	1.1085	2.7491	-0.1263	0.034	-1.043	-0.9235	-0.7931	-1.202	0.5107	-0.0551	-0.1356	0.5095	-1.8429	-0.7012	0.9776	0.2546	0.8451	-0.0413	0.2201	-0.7011	0.0046	1.9196	-0.0302	-0.9911	-0.4591	-0.539	1.1904
CDKN1A|p21	-1.0472	1.0682	-2.15	-0.4243	1.593	-1.0829	-1.2856	-0.428	2.5075	-0.5177	0.8593	0.2122	-0.5127	-0.6642	1.1801	0.3261	0.9428	1.377	-0.5633	-0.855	0.1472	-0.3347	-0.9033	1.0538	0.208	1.3245	-0.6565	0.2105	-0.8294	-0.6675	0.6073	-1.0409	0.3457
CDKN1B|p27_pT198	-1.1658	-0.5306	-0.6412	-0.0511	2.2061	0.3132	-1.1402	-0.494	3.3189	-1.0003	-0.7996	-0.3789	-0.0754	-0.1285	-0.3485	0.2198	0.1845	-1.7672	0.541	1.179	-0.7756	-0.1778	0.5126	1.6852	-0.9453	0.7207	-0.1421	0.199	-1.1177	-0.0411	0.2232	0.1414	0.2764
RPS6KA1|p90RSK	-0.8972	-0.1707	-0.5135	0.6289	-0.2198	1.7726	0.029	0.2247	-3.5684	-0.6702	0.6702	0.7151	-0.9374	1.0235	0.6742	-1.1016	0.1443	-0.1503	0.2227	0.5626	-0.3121	1.5387	0.3228	-1.2925	0.6978	-0.5749	1.3144	-1.395	0.7979	-0.0598	0.8225	-0.0354	-0.2628
PDCD4|PDCD4	-1.0378	0.7745	-0.8248	-0.26	2.0499	-0.9651	0.3129	-0.1029	-2.277	-0.5809	0.7721	-0.435	-0.8001	-1.3301	0.6428	1.0232	0.7077	0.147	-1.5297	-0.125	1.2046	1.5743	1.5797	-0.9496	-0.0525	0.0692	-1.5561	0.1357	0.949	-0.4342	0.5225	1.0404	-0.2446
PDK1|PDK1	-0.9332	-1.8241	1.4175	-0.1571	-0.8015	0.6581	-1.4293	0.6119	1.5657	-0.5215	-1.0102	0.0548	1.8374	-1.2534	1.2685	-0.1608	0.0223	2.085	-0.5449	-0.3832	-0.9867	0.2344	-0.9884	-1.023	1.0806	-0.037	-0.0926	-0.4366	0.4686	-0.3425	0.5854	1.6401	-0.6043
PEA15|PEA15_pS116	-0.1156	-1.1344	-1.0763	0.4313	-0.0873	0.2395	-0.1162	1.2888	-0.6211	-0.705	-0.504	0.0277	-0.0912	0.256	-0.279	0.1244	1.6671	-0.4566	-0.2536	-0.7226	-0.861	-0.0114	-0.8427	-0.0432	-0.7563	-0.7202	-0.1578	1.61	-0.3129	-0.5871	0.3803	4.2368	0.1935
PIK3R1 PIK3R2|PI3K-p85	0.6707	-1.093	1.693	0.3267	-0.192	2.196	-0.5079	1.3888	-1.1485	-0.0461	-1.3195	0.1081	1.3997	0.0427	0.1987	-0.1254	-1.4921	0.4585	-1.3139	-0.6818	-0.6849	0.438	-0.6657	-1.352	-0.6715	-0.2811	0.4093	-0.3873	1.0474	-0.5001	0.7307	2.2649	-0.9104
PRKCB|PKC-pan_BetaII_pS660	0.6835	-0.1427	-0.612	-0.8866	1.3996	-0.2132	0.7291	0.4143	-1.6186	-0.0102	0.8248	-0.1367	0.4696	-2.0739	1.2422	1.0188	0.244	0.8874	-1.5527	-0.7042	-0.2118	1.428	0.9872	-1.4006	0.1997	-0.4688	-0.7947	-1.3916	1.2999	-0.5006	1.9135	-0.0132	-1.0093
PRDX1|PRDX1	0.844	0.6079	-0.2163	-0.0841	-1.4527	-0.3127	-1.1338	1.9811	2.6285	-0.0232	0.5839	0.8472	0.2518	0.7626	0.3793	-0.3377	-1.1479	1.09	-1.7546	0.1091	-0.1149	-0.1784	0.1565	-1.3307	-0.2623	0.4775	-0.8109	-0.2343	0.2224	-0.8727	-1.0486	1.7915	-1.4175
RAB11A RAB11B|Rab11	-0.7974	0.2498	-0.6937	1.6072	-0.0982	-0.4693	-1.7647	0.7797	2.6131	-0.1316	-1.0628	-0.6409	0.6911	1.5754	-0.325	-0.5079	-1.0275	0.0268	0.5324	-1.0653	-1.051	-0.1467	-0.7124	1.1703	-0.7386	0.2673	-0.3734	-0.2459	-0.2839	-0.5861	0.0929	2.5564	0.5601
RAB25|Rab25	-0.5944	1.4664	2.3613	-0.2479	0.1366	-0.0591	-0.1163	0.0532	-1.4313	-0.8204	-0.6432	0.1214	3.7351	1.1817	-0.5517	1.4123	-0.163	-0.0532	-0.2469	-0.4395	-0.4516	-0.1071	-0.0785	-0.6251	-0.6564	-0.3637	-0.3248	0.219	-0.4244	-0.177	-0.4347	-0.288	-1.3887
RPTOR|Raptor	-0.3073	-1.3364	0.6723	1.4265	0.4228	0.1775	-1.3837	2.1365	-1.0742	0.5022	-0.663	0.463	0.8374	1.2635	-0.493	2.1091	-0.1464	1.6399	0.1573	-0.6504	-0.0978	0.4157	-0.4293	-1.8227	-0.6436	-0.8869	0.361	-0.7575	0.9864	-0.6986	0.1004	-0.9535	-1.3273
RBM15|RBM15	0.0555	-0.6402	-0.246	0.6048	1.4266	1.4193	0.0111	-0.277	-1.9931	0.7753	0.9099	-0.3638	1.0084	-1.4349	-0.6089	-0.1615	0.3824	-1.7945	0.7857	-0.2777	-0.3143	0.1086	-0.1966	-1.5154	-0.077	-0.6997	2.3261	0.1087	0.2632	0.3541	1.1951	0.9056	-2.0397
RICTOR|Rictor	0.1459	-0.3978	-0.2333	-0.3052	-0.3376	-0.7263	-0.0849	0.4069	-1.2727	0.8016	-0.514	3.0191	-0.9192	3.299	-0.222	-0.1427	-1.5436	-0.2846	-0.4665	-0.3105	-0.6368	0.009	0.0192	-0.8431	-0.1532	-0.1823	0.0475	-1.1347	0.241	0.4438	0.7835	-0.0248	1.5194
RICTOR|Rictor_pT1135	-0.1497	-0.3091	-0.1068	-0.006	-0.4138	-0.9729	-0.0622	0.0113	2.4274	-0.364	-0.3874	0.0293	0.3248	0.3549	0.9756	0.861	-0.9961	0.2948	2.2051	-0.3727	-0.1113	-0.0011	-0.1978	2.4269	-1.4826	-1.2603	-0.9208	0.5361	-0.6883	-1.3939	-1.1632	-0.6657	1.5787
SCD1|SCD1	-0.4119	0.5833	-0.5406	0.333	1.9189	0.2441	-0.6842	0.1793	3.909	-0.9457	0.39	-0.2761	-1.0751	0.8864	-0.2006	0.6967	0.0615	0.2855	-0.7046	-0.6323	-0.363	-0.2367	0.1712	-0.0862	-1.1019	1.2362	-1.682	-0.1561	-0.6374	-0.3661	0.5435	-0.1987	-1.1392
SRSF1|SF2	-0.4988	0.5148	-0.5299	0.462	1.3061	-0.0624	-0.6087	-0.4456	4.3021	-1.1304	0.1598	-0.4775	-0.6466	0.1754	0.2712	0.2563	0.3619	0.5576	-0.213	-0.2951	-0.2685	0.1436	-0.6207	0.6427	-0.2915	1.5882	-0.2484	-0.646	-1.195	-0.5631	0.3058	-1.019	-1.2872
WWTR1|TAZ	-0.2638	0.6628	-0.6826	0.1016	-0.8044	0.1368	-0.9867	1.0167	3.265	-0.6573	-1.1579	-0.3015	-0.5404	1.4245	-1.1495	0.2045	-0.7226	0.1949	0.9791	-0.4332	0.0084	-0.2393	-0.4668	1.5054	-1.2967	0.431	-0.2313	0.3381	-1.4831	-0.6392	-0.6227	0.5159	1.8944
TIGAR|TIGAR	0.3923	-1.0582	-0.2834	-0.4106	-1.7928	-0.0771	-0.6017	1.9019	-2.0676	-0.5778	-0.623	0.6603	0.3719	1.1552	-0.672	0.0091	-0.5758	1.9815	0.5144	2.1883	-0.3419	0.1207	-0.921	-0.9453	-0.1033	0.0334	2.0098	0.7686	0.1443	-0.4733	-0.8977	0.2057	-0.0349
TGM2|Transglutaminase	-0.1513	-0.4087	-0.6717	-0.3875	-1.0993	-1.0823	-0.6391	0.553	2.5194	-0.3513	-0.0778	1.0844	-1.0165	2.955	0.6524	-1.5384	-0.8008	0.1905	-0.3503	0.7712	-0.3329	1.1066	-1.0264	-0.5227	0.4913	-0.3423	-0.8146	-0.4132	1.3997	0.207	-0.6749	-0.285	1.0563
TFRC|TFRC	1.2596	0.9363	0.1661	0.2225	-0.7176	0.7886	-1.1402	1.4537	-0.1939	-0.7145	-0.5049	0.5651	0.8544	1.3503	-1.0904	-1.5067	0.6003	1.5402	0.5896	1.7607	-0.3355	-0.9835	-0.1569	-0.2377	-0.4597	0.1358	0.1024	0.1213	0.004	-0.0637	-2.4464	0.3514	-2.2508
TSC1|TSC1	0.2427	0.1096	0.6729	0.1265	-0.089	1.5819	-0.5318	-0.4585	-4.2136	0.8417	0.3172	0.3068	1.4674	0.4084	-0.3184	0.246	-0.2981	0.1715	0.1333	0.9229	-0.9123	0.2854	-0.7147	-1.6707	-0.4723	-0.0365	0.5358	-0.7037	0.6732	0.6328	0.9512	0.3005	-0.5081
TSC2|Tuberin_pT1462	-0.4966	0.4537	-0.2351	-0.0024	2.0532	-0.2292	1.2084	-0.6057	-1.0323	0.5793	0.0414	-1.1822	0.9271	-0.6242	1.3199	1.5016	0.8068	-0.5563	-1.194	-1.558	-1.2663	0.7192	1.0886	-0.9622	0.3751	-0.453	-1.4676	-0.1399	0.3591	-0.8127	2.3476	-0.5858	-0.3775
VHL|VHL	-0.7835	-0.8512	-0.2683	0.9556	1.5352	-0.3801	-0.1011	-0.5508	-1.7867	-1.3321	-0.4249	1.1285	1.408	0.5748	-0.8505	1.2572	0.3357	-0.0081	-0.9956	-0.1654	-0.4602	1.0752	0.8902	-0.7051	2.0959	-0.7506	-1.5714	-0.6224	0.8628	-0.1166	1.9021	-0.5947	-0.702
XBP1|XBP1	-0.5026	-0.2542	0.0884	1.1659	-0.2939	1.3997	0.1452	-1.1885	1.7474	-1.1712	1.1207	-0.0609	2.1582	1.3371	-0.0173	-0.178	0.6158	1.1462	-0.8752	-1.1959	-1.5534	0.0669	-0.8152	0.9573	-1.5437	0.7408	-1.2682	-0.5907	-0.4353	-1.2142	-0.4355	-0.1116	1.0158
TUBA1B|Acetyl-a-Tubulin-Lys40	-0.3685	1.3123	1.067	1.4151	-1.7386	-0.484	-1.4691	-0.3056	-1.297	-0.9685	-1.0085	0.911	0.4188	1.5927	-0.3487	0.1884	-0.6525	-0.0909	-0.336	0.2097	1.087	-0.6536	-0.0498	0.183	-0.5755	-0.1871	1.9384	0.5447	-0.8085	0.4245	0.2444	-2.045	1.8505
SQSTM1|p62-LCK-ligand	1.8978	1.0086	0.8357	-0.4342	-0.2824	0.9703	-0.5527	1.1194	-0.8924	-0.078	0.3885	0.4061	1.0176	-1.4333	-1.0582	-1.6252	0.6494	0.5856	0.4841	1.5233	-0.5623	-1.2643	-0.5963	-1.3472	-1.3367	-0.2398	-0.3465	0.2046	0.229	1.254	-0.6995	1.7313	-1.5565
YWHAB|14-3-3_beta	0.2492	-0.8973	1.7479	-0.3901	0.2862	0.7832	-0.7044	0.5442	1.7212	-0.5783	-0.3543	0.0518	0.5896	1.8968	0.7996	0.3958	-1.0489	0.3146	-1.1192	-0.2407	-1.0367	0.8024	-0.3752	0.1483	-2.2347	-0.0658	-1.4874	-1.2265	-0.615	-1.2825	0.782	0.8881	1.6558
YWHAZ|14-3-3_zeta	-0.3612	-1.6703	1.1658	-0.1969	-0.2375	0.0885	-1.1538	0.0066	1.6793	1.0269	-0.5964	0.5811	-0.1141	0.6302	1.0893	-0.6254	-1.6904	0.8202	-0.5846	0.7611	-1.2406	1.282	-0.7412	0.266	-1.0837	0.9474	-1.3362	-1.5796	0.6945	0.5126	1.2301	1.5887	-1.1584
ACVRL1|ACVRL1	-0.6961	-0.1094	-0.4727	-0.5262	-0.4138	-0.1337	-1.5931	0.8664	2.3587	-0.2998	-0.7678	1.2952	-2.229	1.9983	-0.4686	0.9938	-1.067	0.3397	1.5078	-0.4731	1.1524	0.1138	0.321	0.1084	-0.5347	0.3289	-0.8502	-0.7254	0.8328	0.5164	-1.0812	-0.9869	0.6949
DIRAS3|DIRAS3	-0.8567	-0.5029	-0.1555	0.2746	1.0499	-0.25	-0.5737	0.8761	-0.0393	-1.1004	-0.3663	0.4942	-0.7024	1.7688	-0.6644	3.5426	-0.2458	0.9315	-0.236	-0.703	-0.1961	0.4912	1.3193	0.9089	-1.7034	0.3112	-1.0205	-0.4788	0.096	-0.6413	-0.0454	-1.5593	-0.0231
ANXA1|Annexin-1	-1.1388	-0.5593	-0.4607	-0.1072	-0.918	-0.7986	0.6944	0.2765	-1.489	-0.7571	0.5233	1.8761	-1.2791	1.485	-1.4475	0.892	-0.0033	1.3992	-0.1751	0.1841	1.2113	-0.5352	-0.2264	-0.2191	-0.9815	-0.1151	-0.2053	-0.6312	1.0735	1.166	-0.2714	-1.0687	2.606
PREX1|PREX1	-0.1579	-1.8889	1.6917	-0.8578	-1.4957	-0.6214	0.2858	1.7151	-1.1797	-0.2003	-0.2107	0.8952	-0.3063	0.0679	0.678	-1.0876	-0.5391	1.9624	-0.8099	-0.1598	0.444	1.5841	0.285	-1.9104	0.8559	-0.0591	0.0911	-0.1032	1.7513	-0.7784	0.5168	-0.4331	-0.0251
ERCC1|ERCC1	1.2287	-0.614	0.4307	-0.2037	1.0643	-0.465	-1.1319	0.5548	-2.4325	-0.5449	-0.853	-0.3249	1.1916	-1.8642	-0.0704	0.5868	-0.399	-2.5095	0.5414	-0.0896	1.0382	0.7831	-0.2032	-0.8753	1.41	0.3596	0.3449	0.4637	0.6154	1.2943	0.6015	0.911	-0.8389
MSH2|MSH2	1.2075	1.6438	0.2338	1.6522	1.6453	0.8425	-0.4306	-0.2503	-2.3099	-1.032	0.4892	0.0191	0.7008	0.7486	-1.3081	1.0123	-0.1424	-0.5566	0.4298	0.4288	-0.2349	-0.1	-0.7235	-1.0507	-0.4492	0.2814	0.9255	-0.4107	-0.7766	0.6477	0.3645	-1.044	-2.4535
MSH6|MSH6	1.712	1.6992	-0.1173	1.4128	0.6602	0.7955	-0.3155	0.3743	-1.843	-0.2734	0.0554	-0.8169	0.81	-0.6787	-1.5539	-0.2043	-0.0891	-1.459	0.2379	0.729	-1.0374	-0.9922	-0.8678	-0.2539	-0.3816	-0.1885	1.0973	0.9678	-0.9431	0.8354	0.9804	1.4995	-1.8515
DIABLO|Smac	0.8113	1.3299	1.5867	0.2125	1.0349	0.1583	-1.0094	0.1506	1.0055	0.0183	-0.6733	-0.6203	-0.0081	-0.6774	0.0403	1.3497	-0.5492	0.7665	-2.2553	-0.6144	-0.2286	0.2452	-0.7781	0.5999	-0.4856	0.6759	-0.4266	0.2261	-0.1478	-0.3565	0.4887	1.4368	-3.3065
ADAR|ADAR1	0.4871	0.241	0.1185	1.0184	2.5631	1.3093	-0.9164	1.2132	0.0744	-0.4056	0.5675	0.1685	0.4595	-0.6029	-0.905	-1.7367	-0.6315	-1.0813	1.0451	0.4525	-0.0996	0.0661	-0.8139	-1.3738	-1.2936	-0.2924	0.2877	-0.7322	0.3558	1.3322	0.7738	0.669	-2.3182
CTNNA1|alpha-Catenin	-0.7074	0.1038	-0.5794	0.1945	0.9729	-0.2391	-0.2089	-0.1892	4.0869	-1.1802	0.3926	0.0106	-0.8518	1.0645	0.083	0.6631	-0.4223	0.8799	-1.0303	0.0041	-0.3041	0.0361	-0.3265	1.5651	-0.9314	0.9736	-1.1299	-0.3452	-1.0542	0.0466	0.1174	-0.9867	-0.7079
NKX2-1|TTF1	-0.0453	0.3565	1.1815	1.7565	-0.8071	1.5322	1.426	-0.863	-1.1503	-1.6314	0.8484	0.5176	-0.8344	0.6833	-1.9078	0.049	0.3245	-0.6309	1.5542	-0.4571	0.0108	-0.5024	-0.6348	-0.1354	0.2965	0.4174	1.3669	0.4056	-1.5283	1.0152	-0.7558	-1.6619	-0.1962
CASP3|Caspase-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASP9|Caspase-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARP1|PARP1	-0.209	0.7786	0.4299	0.3966	-0.0867	1.282	-0.1625	-0.2309	-2.3938	0.4518	-0.2772	-0.4865	1.6571	0.93	0.3015	0.3737	-1.3857	-0.0788	-0.3098	0.0538	-1.1725	0.8643	0.2518	-0.5592	-0.9194	0.8315	2.2612	0.2045	-0.6226	-0.1938	1.0742	-0.3589	-2.6954
COPS5|JAB1	-0.9313	-0.2752	0.0071	0.0632	1.219	-0.2134	-0.7609	0.4795	1.3774	-1.736	-0.6408	0.6534	-1.1842	1.6447	-0.5032	3.4429	-0.3746	0.5841	-0.9928	0.1524	-0.6638	0.1245	1.3307	-0.5315	-0.6114	0.6214	-1.1985	-0.1961	0.5335	0.0228	0.0982	-0.6418	-0.8993
